Source,Title,Content,Section,URL,Date
Expansión , Inflación EU aumentar enero línea previsto," índice precio gasto consumo personal ( PCE ) subir 0.3% mes pasado , informar jueves Oficina Análisis Económico Departamento Comercio .", Economía,https://expansion.mx/economia/2024/02/29/inflacion-estados-unidos-enero-2024,29/2/2024
Expansión ," 7 cada 10 persona invertir "" haber ahorrar """," Carlos Marmolejo , director general Sofipo Finsus , decir GameIf buscar educar manera didáctico usuario incentivar ahorro inversión .", Economía,https://expansion.mx/economia/2024/02/29/finsus-fomentar-ahorro-gameif,29/2/2024
Expansión , deuda mexicano ir pago pensión," 2024 aprobar techo deuda 1.9 bdp , prever gasto pensión 1500 bdp , 465.000 mdp programa pensión adulto mayor .", Economía,https://expansion.mx/economia/2024/02/29/la-deuda-mexicana-se-va-en-pago-de-pensiones,29/2/2024
Expansión , Impuestos quedar debajo esperado 4 5 año gobierno, México Evalúa advertir sobre bajo generación recurso público renta petrolero . ingreso total quedar debajo su meta 2020 2023 ., Economía,https://expansion.mx/economia/2024/02/28/recaudacion-impuestos-gobierno-amlo-debajo-meta,28/2/2024
Expansión , porcentaje pobreza laboral anotar su segundo menor tasa 2008," acuerdo Coneval , último trimestre 2023 , entidad menor porcentaje pobreza laboral ser Baja California Sur , Baja California Jalisco .", Economía,https://expansion.mx/economia/2024/02/28/pobreza-laboral-baja-2023-pero-mujeres-son-mas-vulnerables,28/2/2024
Expansión , Banxico reducir pronóstico economía mexicano 2.8%, Banco México ( Banxico ) pronosticar PIB México crecer menos esperado 2024 mantener su pronóstico 2025 ., Economía,https://expansion.mx/economia/2024/02/28/banxico-pronostico-crecimiento-economia-mexicana,28/2/2024
Expansión , banquero preparar Convención Acapulco pese recuperación desigual, 87 Convención Bancaria celebrar Acapulco contar presencia presidente López Obrador tres aspirante presidencia ., Economía,https://expansion.mx/economia/2024/02/28/amlo-candidatos-a-presidencia-en-convencion-bancaria-2024,28/2/2024
Expansión , Crecimiento económico EU cuarto trimestre revisar bajo," Producto Interno Bruto aumentar tasa anualizado 3.2% , revisado ligeramente baja ritmo 3.3% .", Economía,https://expansion.mx/economia/2024/02/28/crecimiento-economico-eu-cuarto-trimestre-se-revisa-a-la-baja,28/2/2024
Expansión , Hacienda congela contratación gobierno federal, disposición aplicar 2 marzo 30 septiembre año ; dinero disponer plaza vacante deber ser devolver ramo Provisiones Salariales Económicas ., Economía,https://expansion.mx/economia/2024/02/28/hacienda-congela-contrataciones-gobierno-federal,28/2/2024
Expansión , Hacienda prever deuda llegar 48.8%   PIB     año, subsecretario Hacienda señalar país no requerir reforma tributario poder solventar desequilibrio fiscal ., Economía,https://expansion.mx/economia/2024/02/28/hacienda-preve-que-deuda-llegue-a-48-8-del-pib-este-ano,28/2/2024
Expansión , indrive lanza división financiero tarjeta crédito préstamo personal," alianza firma Galileo , Mastercard , entre otro , plataforma movilidad ofrecer crédito 15.000 pesos .", Economía,https://expansion.mx/economia/2024/02/28/indrive-money-tarjeta-de-credito,28/2/2024
Expansión , SAT duplicar recaudación fiscalizar operación comercio exterior," primero cinco año gobierno , autoridad fiscal haber poner ojo operación internar enviar mercancía extranjero . haber error derivar crédito millonario .", Economía,https://expansion.mx/economia/2024/02/28/sat-fiscalizacion-comercio-exterior,28/2/2024
Expansión , arancel acero presionar más EU México," guerra arancel acero , Estados Unidos tener perder , declarar Raquel Buenrostro , secretaria Economía .", Economía,https://expansion.mx/economia/2024/02/27/aranceles-acero-estados-unidos-mexico,28/2/2024
Expansión ," tema energético Estados Unidos ya resolver , asegurar Raquel Buenrostro", titular Economía explicar todo tema haber diferencia materia energético -electricidad hidrocarburos- entre México eu quedar resuelto ., Economía,https://expansion.mx/economia/2024/02/27/mexico-eu-resolvieron-conflicto-energetico-buenrostro,28/2/2024
Expansión , Banco Bienestar superar meta llegar 3.149 sucursal, dependencia informar 2.750 sucursal ser construir exclusivamente Secretaría Defensa ( Sedena ) ., Economía,https://expansion.mx/economia/2024/02/27/cuantas-sucursales-tiene-banco-bienestar,27/2/2024
Expansión , cet 28 día dar descontado recorte Banxico, Cetes corto plazo mantener segundo semana consecutivo tasa 11% Cetes dos año bajar su nivel más enero ., Economía,https://expansion.mx/economia/2024/02/27/cetes-corto-plazo-mantienen-rendimiento-recorte-tasa-banxico,27/2/2024
Expansión , OCDE ver oportunidad recaudar más impuesto México," acuerdo Estudio Económico sobre México , recaudación impuesto representar apenas 16.7% producto interno bruto ( PIB ) , mitad promedio país OCDE .", Economía,https://expansion.mx/economia/2024/02/27/la-ocde-ve-oportunidad-para-recaudar-mas-impuestos-en-mexico,27/2/2024
Expansión , ¿ ser Luis Niño Rivera ? uno fundador Banco Azteca," banquero haber anunciar su retiro Banco Azteca 20 año servicio , ser también su juventud clavadista olímpico .", Economía,https://expansion.mx/economia/2024/02/27/quien-es-luis-nino-de-rivera-banco-azteca,27/2/2024
Expansión , exportación mexicano caer enero," durante primero mes 2024 , venta México extranjero registrar disminución 1.5% tasa anual .", Economía,https://expansion.mx/economia/2024/02/27/mexico-balanza-comercial-importaciones-exportaciones-inegi,27/2/2024
Expansión , alto tasa interés presionar Sofomes Sofipos," no obtener financiamiento mismo manera banca , temporada alto tasa haber repercutir fondeo institución financiero no bancario ( IFNB ) .", Economía,https://expansion.mx/economia/2024/02/27/las-altas-tasas-de-interes-presionan-a-sofomes-y-sofipos,27/2/2024
Expansión , STPS revisar haber denegación derecho trabajador RV Fresh Foods," Secretaría Trabajo Previsión Social ( STPS ) verificar negar derecho libertad asociación negociación colectivo compañía ubicado Uruapan , Michoacán .", Economía,https://expansion.mx/economia/2024/02/26/stps-revisara-si-hay-denegacion-de-derechos-a-trabajadores-de-rv-fresh-foods,27/2/2024
Expansión ," Luis Niño Rivera renunciar Banco Azteca , ya tener nuevo director", presidente miembro Consejo Administración Banco Azteca presentar su renuncia ahora Alejandro Valenzuela ocupar su puesto ; banco ser dirigir Francisco Rodríguez ., Economía,https://expansion.mx/economia/2024/02/26/luis-nino-de-rivera-renuncia-a-banco-azteca-y-el-banco-tiene-nuevo-director,27/2/2024
Expansión ," banco digital , ¿ diferencia tener su cuenta vs . tradicional ?", banco estar apostar cuenta digital ser límite depósito reto tener adopción masificación ., Economía,https://expansion.mx/economia/2024/02/26/limite-deposito-al-dia-segun-nivel-cuenta-bancaria,26/2/2024
Expansión , no nada más cobrar impuesto : SAT triplico embargo mercancía ilegal," SAT realizar operativo carretera , visita domiciliario diferente estado República empresa diferente sector , entro otro operativo .", Economía,https://expansion.mx/economia/2024/02/26/no-nada-mas-cobra-impuestos-sat-triplica-el-embargo-de-mercancia-ilegal,26/2/2024
Expansión , Citibanamex prever desaceleración remesa 2024, institución bancario advertir año desaceleración empleo posible recesión economía estadounidense ser causante menor ritmo crecimiento ., Economía,https://expansion.mx/economia/2024/02/26/remesas-mexico-reduciran-ritmo-2024-citibanamex,26/2/2024
Expansión , OMC pedir reformar sistema comercial multilateral," 13ª conferencia ministerial OMC ( MC13 ) , desarrollar jueves Abu Dabi , capital Emiratos Árabes Unidos , ser primero dos año .", Economía,https://expansion.mx/economia/2024/02/26/omc-pide-reformar-sistema-comercial-multilateral,26/2/2024
Expansión , tasa desocupación descender 2.7% cuatro trimestre 2023," número persona ser mejor último tres mes año , población ocupado llegar 59.4 millón .", Economía,https://expansion.mx/economia/2024/02/26/inegi-enoe-empleo-desocupacion-informalidad,26/2/2024
Expansión , Gobierno nacionalizar Exportadora Sal," compra inversión ser 1.500 millón pesos , quedar 100% mano mexicano , participación 25% Servicio Geológico Mexicano 75% Fideicomiso Fomento Minero .", Economía,https://expansion.mx/economia/2024/02/24/nacionalizacion-exportadora-de-sal,25/2/2024
Expansión , pagarás impuesto IEPS cada litro gasolina," cuota IEPS gasolina Premium Magna ser 5.21 pesos litro , semana 24 febrero 1 marzo .", Economía,https://expansion.mx/economia/2024/02/23/la-gasolina-premium-va-por-su-novena-semana-sin-subsidio,23/2/2024
La Jornada, “ México sólo tener dos tres año alcanzar   éxito industria espacial ”," México tener dos tres año , más , incursionar éxito industria espacial ser potencia escala planetario , advertir Katya Echazarreta ( Guadalajara,1995 ) , junio 2022 convertir primero mexicana viajar espacio exterior , parte misión Blue Origin NS-21 .", Ciencias,https://www.jornada.com.mx/2024/03/04/ciencias/a05n1cie?partner=rss,4/3/2024
Expansión , WhatsApp vence NSO Group tener acceso código Pegasus," jueza Estados Unidos ordenar empresa israelí dar acceso WhatsApp su software , haber espiar 1.400 su usuario durante dos semana .", Tecnología,https://expansion.mx/tecnologia/2024/03/04/whatsapp-gana-nso-group-acceso-a-pegasus,4/3/2024
Expansión , UE golpear 1.950 mdd Apple abusar mercado música streaming," acuerdo Comisión Europea , Apple prohíbir desarrollador informar sobre servicio alternativo más barato fuera App Store .", Tecnología,https://expansion.mx/tecnologia/2024/03/04/ue-multa-apple-abusar-mercado-musica-streaming,4/3/2024
Expansión , TREBEL Music triunfar premio Google Play Best Of," Best App , Daily Essentials User’s Choice , ser tres categoría reconocer este aplicación música", Tecnología,https://expansion.mx/tendencias/2024/03/03/trebel-music-triunfa-en-google-play-best-of,4/3/2024
Expansión , Amazon México querer llevar su corazón editorial e-commerce," empresa tecnología tener nuevo gerente general país , Pedro Huerta , tener experiencia industria libro , también dispositivo inteligente .", Tecnología,https://expansion.mx/tecnologia/2024/03/01/amazon-mexico-quiere-llevar-su-corazon-editorial-al-e-commerce,1/3/2024
Expansión , Microsoft vender Toys for Bob volver ser estudio independiente, estudio afirmar este ser oportunidad regresar raíz ser empresa “ pequeño ágil ” ., Tecnología,https://expansion.mx/tecnologia/2024/02/29/microsoft-vende-toys-for-bob-para-volver-a-ser-un-estudio-independiente,29/2/2024
Expansión , este lavadora IA cuestionar forma lavar, tecnología Bespoke AI Laundry estar enfocado hacer más eficiente uso detergente agua ., Tecnología,https://expansion.mx/tecnologia/2024/02/29/esta-lavadora-ia-samsung-te-dira-si-lavas-bien-tu-ropa,29/2/2024
Expansión , PS Plus : ser juegos gratis llegar marzo 2024, PlayStation dar conocer juego gratuito llegar PS Plus marzo 2024 . decir ser partir estar disponible ., Tecnología,https://expansion.mx/tecnologia/2024/02/29/juegos-gratis-ps-plus-marzo-2024,29/2/2024
Expansión ," no actualizar Max , dejar paso paso"," caso no haber notar cambio necesites hacer migración manera manual , explicar cómo hacer él .", Tecnología,https://expansion.mx/tecnologia/2024/02/28/como-cambiar-hbo-max-a-max,28/2/2024
Expansión ," adiós , Apple Car ; holar IA generativo"," empresa Cupertino cancelar su Proyecto Titán , mismo enfocar desarrollo vehículo eléctrico .", Tecnología,https://expansion.mx/tecnologia/2024/02/28/apple-cancela-proyecto-auto-electrico,28/2/2024
Expansión , ya podrás clonar personalidad IA Generativa," Rili.ai ser aplicación permitir usuario tener réplica mismo , ya ser través clon laboral uno asunto personal .", Tecnología,https://expansion.mx/tecnologia/2024/02/28/clones-con-inteligencia-artificial-ya-son-una-realidad,28/2/2024
Expansión , Huawei querer estadio Mundial 2026 tener red 5.5 G, compañía asegurar tener capacidad desplegar tecnología generar conexión más rápido recinto concurrido ., Tecnología,https://expansion.mx/tecnologia/2024/02/28/huawei-quiere-que-los-estadios-del-mundial-2026-tengan-red-5-5g,28/2/2024
Expansión , Hackean Sedena Portal empleo ; vender dato usuario, dato 12 millón mexicano ver afectado este vulneración portal empleo.gob.mx ., Tecnología,https://expansion.mx/tecnologia/2024/02/27/hackean-sedena-portal-del-empleo,27/2/2024
Expansión , ¿ ser malo dejar mi laptop conectar todo tiempo luz ?," lapto ser herramienta mucho uso . embargo , mucho persona tender dejarla conectado todo tiempo . decir cómo afectar ordenador .", Tecnología,https://expansion.mx/tecnologia/2024/02/27/es-malo-dejar-mi-laptop-conectada-todo-el-tiempo,27/2/2024
Expansión ," IA híbrido , ser cómo desbloquear máximo potencial tecnología", conocer nuevo estándar ser especialista estar buscar desarrollar su impacto mundo tecnología ., Tecnología,https://expansion.mx/tecnologia/2024/02/27/que-es-ia-hibrida-como-superara-potencial-de-chatgpt,27/2/2024
Expansión , Sony recortar 900 empleo su división PlayStation, tecnológico japonés unir ola despido estar afectar industria videojuego ., Tecnología,https://expansion.mx/tecnologia/2024/02/27/sony-despido-masivo-cierra-london-studio,27/2/2024
Expansión , mexicano gustar smartphón chino," George Zhao , CEO Honor deviz , explicar importancia México su estrategia negocio través todo Latinoamérica .", Tecnología,https://expansion.mx/tecnologia/2024/02/27/a-los-mexicanos-les-gustan-los-telefonos-chinos,27/2/2024
Expansión , Warner Bros . Discovery buscar aumentar cuota mercado México Max, plataforma streaming ahora colocar detrás Netflix preferencia consumo contenido parte mexicano ., Tecnología,https://expansion.mx/tecnologia/2024/02/27/hbo-max-se-convierte-en-max-precio-mexico,27/2/2024
Expansión , Google querer mejor tu foto IA solo segundo," compañía mostrar   Mobile World Congress aplicativo mejorar foto , lectura mensaje auto descripción imagen base IA .", Tecnología,https://expansion.mx/tecnologia/2024/02/26/google-android-ia-mwc-2024,27/2/2024
Expansión ," Xiaomi presentar su serie 14 , SU7 Max su cyberdog MWC"," empresa origen chino presentar varios novedad feria Barcelona , entre nuevo serie xiaomi 14 , lent Leica .", Tecnología,https://expansion.mx/tecnologia/2024/02/26/xiaomi-14-ultra-mwc-2024,26/2/2024
Expansión , poder migrar tu cuenta streaming nuevo cuenta," decidir independizarte cuenta compartía tus papás amigo , podrás hacer él siguiente paso .", Tecnología,https://expansion.mx/tecnologia/2024/02/26/migrar-perfil-netflix-cuenta-nueva,26/2/2024
Expansión , Huawei desarrollar su IA Pangu dar batalla Chat GPT," gigante tecnológico chino desarrollar su IA buscar enfocar su servicio industria movilidad , minería , salud clima , contraste Chat GPT ser cualquiera usuario .", Tecnología,https://expansion.mx/tecnologia/2024/02/26/huawei-desarrolla-su-ia-pangu-para-dar-batalla-a-chat-gpt,26/2/2024
Expansión ," Honor Magic6 Pro , ser teléfono podrás controlar ojo"," función Eye Control teléfono también ser posible encender otro dispositivo , automóvil eléctrico compatible .", Tecnología,https://expansion.mx/tecnologia/2024/02/25/honor-magic6-pro-lanzamiento-caracteristicas,25/2/2024
Expansión , Japón ayudar tsmc 4.900 mdd producción chip IA," empresa , también estar expandeir EU Alemania , tener previsto iniciar producción masa país asiático final año .", Tecnología,https://expansion.mx/tecnologia/2024/02/24/japon-ayudara-a-tsmc-con-4-900-mdd-para-produccion-de-chips-para-ia,24/2/2024
Expansión ," Mario vs Donkey Kong , regreso clásico más joven disfrutar", nintendo lanzar este nuevo versión juego publicado hacer 20 año Game Boy Advance . ¿ este edición Nintendo Switch lograr desmarcar él crear su propio camino ?, Tecnología,https://expansion.mx/tecnologia/2024/02/24/mario-vs-donkey-kong-el-regreso-de-un-clasico-que-los-mas-jovenes-disfrutaran,24/2/2024
Expansión , ya poder recargar tarjeta movilidad App CDMX," ser usuario transporte público metrópoli capitalino , ya podrás recargar tarjeta movilidad aplicación hacer trámite gobierno .", Tecnología,https://expansion.mx/tecnologia/2024/02/23/como-recargar-tarjeta-movilidad-integrada-app-cdmx,23/2/2024
Expansión , contenido red dignificar Drags," dos ejemplo haber crecer audiencia ser Turbulence Burrita Burrona más allá nicho comedia , haber lograr hablar tema tabú su red social .", Tecnología,https://expansion.mx/tecnologia/2024/02/22/burrita-burrona-turbulance-crear-contenido-dignifique-drags,22/2/2024
Expansión , ¿ chofer Vemo no cancelar Uber ?, este unidad movilidad eléctrico desplegar hacer poco más año finalidad reducir huella carbono sector ., Tecnología,https://expansion.mx/tecnologia/2024/02/22/por-que-los-choferes-de-vemo-no-cancelan-viajes-en-uber,22/2/2024
Expansión , Intel Microsoft al generar chip personalizado IA, colaboración entre este empresa marcar uno movimiento más importante conseguir su objetivo mercado ., Tecnología,https://expansion.mx/tecnologia/2024/02/22/intel-y-microsoft-se-alian-para-generar-chips-personalizados-de-ia,22/2/2024
Expansión , México no estar listo reconocimiento facial ético," nivel protección dato , país deber actualizar su legislación respecto , este datar hacer más 10 año .", Tecnología,https://expansion.mx/tecnologia/2024/02/22/mexico-esta-lejos-construir-ciudades-inteligentes-eticas,22/2/2024
Expansión ," chatgpt estar "" embrujado "" dar respuesta sentido hora"," openai , empresa matriz ChatGPT , no explicar suceder su herramienta estrella , además desconocer causa falla .", Tecnología,https://expansion.mx/tecnologia/2024/02/21/chatgpt-estuvo-embrujado-y-dio-respuestas-sin-sentido-por-horas,21/2/2024
Expansión ," Netflix , videojuego ser centro su estrategia largo plazo"," empresa apenas cumplir dos año sector , buscar convertir forma atraer más fanático su principal saga .", Tecnología,https://expansion.mx/tecnologia/2024/02/21/por-que-netflix-apuesta-por-los-videojuegos,21/2/2024
Expansión , nintendo Xbox junto . ser juego Xbox llegar Switch," ser resumen principal novedad noticia Nintendo Direct : Partner Showcase : todo juego anunciado este mañana , incluir dos Xbox .", Tecnología,https://expansion.mx/tecnologia/2024/02/21/nintendo-direct-partner-showcase-resumen,21/2/2024
Expansión , este ser red social usuario buscar eliminar más su teléfono," ¿ Facebook , Instagram Twitter ? dirar red social poder perder más usuario basado búsqueda internet usuario .", Tecnología,https://expansion.mx/tecnologia/2024/02/20/instagram-es-la-red-social-mas-desinstalada-en-el-mundo,20/2/2024
La Jornada, Diablos Rojos femenil vence Sultanes ; enfrentar Charros," Diablos Rojos femenil empatar último serie temporada regular Liga Mexicana Softbol , vencer segundo duelo Sultanes Monterrey 9-5 su visita Sultana Norte . escarlata enfrentar Charros Jalisco semifinal comenzar Ciudad México Parque Universitario Beisbol UNAM mañana .", Deportes,https://www.jornada.com.mx/2024/03/04/deportes/a12n3dep?partner=rss,4/3/2024
La Jornada," Rayados , líder invicto , golea Pumas"," Monterrey Pumas jugar partido cierto anestesia , no haber enterar estadio BBVA mil aficionado pagar boleto celebrar grande . primero 45 minuto pasar largo . único momento cambiar noche , mexicano-estadunidense Brandon Vázquez , español Sergio Canales Gerardo Arteaga dar triunfo regiomontano 3-0 cierre fecha 10 Liga Mx .", Deportes,https://www.jornada.com.mx/2024/03/04/deportes/a09n2dep?partner=rss,4/3/2024
